"";"genes";"ensembl";"symbol"
"43353";"ENSG00000256537";"ENSG00000256537";"SMIM10L1"
"43354";"ENSG00000256538";"ENSG00000256538";"ENSG00000256538"
"43355";"ENSG00000256540";"ENSG00000256540";"ENSG00000256540"
"43356";"ENSG00000256542";"ENSG00000256542";"ENSG00000256542"
"43357";"ENSG00000256546";"ENSG00000256546";"ENSG00000256546"
"43358";"ENSG00000256551";"ENSG00000256551";"LINC02369"
"43359";"ENSG00000256552";"ENSG00000256552";"ENSG00000256552"
"43360";"ENSG00000256553";"ENSG00000256553";"TRAV1-2"
"43361";"ENSG00000256557";"ENSG00000256557";"ENSG00000256557"
"43362";"ENSG00000256560";"ENSG00000256560";"LINC01486"
"43363";"ENSG00000256563";"ENSG00000256563";"NANOGNBP2"
"43364";"ENSG00000256564";"ENSG00000256564";"ENSG00000256564"
"43365";"ENSG00000256566";"ENSG00000256566";"ENSG00000256566"
"43366";"ENSG00000256568";"ENSG00000256568";"ENSG00000256568"
"43367";"ENSG00000256569";"ENSG00000256569";"ENSG00000256569"
"43368";"ENSG00000256571";"ENSG00000256571";"ENSG00000256571"
"43369";"ENSG00000256574";"ENSG00000256574";"OR13A1"
"43370";"ENSG00000256576";"ENSG00000256576";"LINC02361"
"43371";"ENSG00000256577";"ENSG00000256577";"SLC6A12-AS1"
"43372";"ENSG00000256581";"ENSG00000256581";"NLRP9P1"
"43373";"ENSG00000256582";"ENSG00000256582";"LINC02390"
"43374";"ENSG00000256588";"ENSG00000256588";"ENSG00000256588"
"43375";"ENSG00000256589";"ENSG00000256589";"ENPP7P5"
"43376";"ENSG00000256590";"ENSG00000256590";"TRDV3"
"43377";"ENSG00000256591";"ENSG00000256591";"ENSG00000256591"
"43378";"ENSG00000256594";"ENSG00000256594";"ENSG00000256594"
"43379";"ENSG00000256596";"ENSG00000256596";"ENSG00000256596"
"43380";"ENSG00000256597";"ENSG00000256597";"LINC02393"
"43381";"ENSG00000256603";"ENSG00000256603";"ENSG00000256603"
"43382";"ENSG00000256609";"ENSG00000256609";"ENSG00000256609"
"43383";"ENSG00000256612";"ENSG00000256612";"CYP2B7P"
"43384";"ENSG00000256614";"ENSG00000256614";"AK6P1"
"43385";"ENSG00000256615";"ENSG00000256615";"ENSG00000256615"
"43386";"ENSG00000256616";"ENSG00000256616";"ENSG00000256616"
"43387";"ENSG00000256618";"ENSG00000256618";"MTRNR2L1"
"43388";"ENSG00000256625";"ENSG00000256625";"ENSG00000256625"
"43389";"ENSG00000256626";"ENSG00000256626";"ENSG00000256626"
"43390";"ENSG00000256627";"ENSG00000256627";"ENSG00000256627"
"43391";"ENSG00000256628";"ENSG00000256628";"ZBTB11-AS1"
"43392";"ENSG00000256630";"ENSG00000256630";"ENSG00000256630"
"43393";"ENSG00000256632";"ENSG00000256632";"ENSG00000256632"
"43394";"ENSG00000256633";"ENSG00000256633";"PDE2A-AS2"
"43395";"ENSG00000256637";"ENSG00000256637";"LINC01965"
"43396";"ENSG00000256640";"ENSG00000256640";"ENSG00000256640"
"43397";"ENSG00000256642";"ENSG00000256642";"LINC00273"
"43398";"ENSG00000256643";"ENSG00000256643";"LINC02441"
"43399";"ENSG00000256646";"ENSG00000256646";"ENSG00000256646"
"43400";"ENSG00000256650";"ENSG00000256650";"RERG-IT1"
"43401";"ENSG00000256651";"ENSG00000256651";"ENSG00000256651"
"43402";"ENSG00000256654";"ENSG00000256654";"ENSG00000256654"
"43403";"ENSG00000256657";"ENSG00000256657";"ENSG00000256657"
"43404";"ENSG00000256658";"ENSG00000256658";"ENSG00000256658"
"43405";"ENSG00000256659";"ENSG00000256659";"LINC02368"
"43406";"ENSG00000256660";"ENSG00000256660";"CLEC12B"
"43407";"ENSG00000256661";"ENSG00000256661";"A2ML1-AS1"
"43408";"ENSG00000256663";"ENSG00000256663";"ENSG00000256663"
"43409";"ENSG00000256664";"ENSG00000256664";"ENSG00000256664"
"43410";"ENSG00000256667";"ENSG00000256667";"KLRA1P"
"43411";"ENSG00000256670";"ENSG00000256670";"RASSF3-DT"
"43412";"ENSG00000256671";"ENSG00000256671";"LIMS4"
"43413";"ENSG00000256672";"ENSG00000256672";"LINC02455"
"43414";"ENSG00000256673";"ENSG00000256673";"ENSG00000256673"
"43415";"ENSG00000256674";"ENSG00000256674";"ENSG00000256674"
"43416";"ENSG00000256678";"ENSG00000256678";"ENSG00000256678"
"43417";"ENSG00000256681";"ENSG00000256681";"MIX23P5"
"43418";"ENSG00000256682";"ENSG00000256682";"ENSG00000256682"
"43419";"ENSG00000256683";"ENSG00000256683";"ZNF350"
"43420";"ENSG00000256684";"ENSG00000256684";"LINC02737"
"43421";"ENSG00000256686";"ENSG00000256686";"ENSG00000256686"
"43422";"ENSG00000256690";"ENSG00000256690";"STX5-DT"
"43423";"ENSG00000256691";"ENSG00000256691";"ENSG00000256691"
"43424";"ENSG00000256694";"ENSG00000256694";"ENSG00000256694"
"43425";"ENSG00000256695";"ENSG00000256695";"ENSG00000256695"
"43426";"ENSG00000256699";"ENSG00000256699";"TMEM132D-AS2"
"43427";"ENSG00000256704";"ENSG00000256704";"ENTR1P1"
"43428";"ENSG00000256705";"ENSG00000256705";"ENSG00000256705"
"43429";"ENSG00000256706";"ENSG00000256706";"ENSG00000256706"
"43430";"ENSG00000256708";"ENSG00000256708";"ENSG00000256708"
"43431";"ENSG00000256709";"ENSG00000256709";"CSGALNACT2P2"
"43432";"ENSG00000256712";"ENSG00000256712";"ENSG00000256712"
"43433";"ENSG00000256713";"ENSG00000256713";"PGA5"
"43434";"ENSG00000256714";"ENSG00000256714";"ENSG00000256714"
"43435";"ENSG00000256717";"ENSG00000256717";"LINC02698"
"43436";"ENSG00000256720";"ENSG00000256720";"BTG1P1"
"43437";"ENSG00000256721";"ENSG00000256721";"CACNA1C-IT3"
"43438";"ENSG00000256723";"ENSG00000256723";"ENSG00000256723"
"43439";"ENSG00000256732";"ENSG00000256732";"ENSG00000256732"
"43440";"ENSG00000256733";"ENSG00000256733";"ENSG00000256733"
"43441";"ENSG00000256734";"ENSG00000256734";"ENSG00000256734"
"43442";"ENSG00000256737";"ENSG00000256737";"RBBP4P5"
"43443";"ENSG00000256739";"ENSG00000256739";"ENSG00000256739"
"43444";"ENSG00000256742";"ENSG00000256742";"KDM2B-DT"
"43445";"ENSG00000256745";"ENSG00000256745";"ARPC3P3"
"43446";"ENSG00000256746";"ENSG00000256746";"MADD-AS1"
"43447";"ENSG00000256747";"ENSG00000256747";"ENSG00000256747"
"43448";"ENSG00000256748";"ENSG00000256748";"ENSG00000256748"
"43449";"ENSG00000256750";"ENSG00000256750";"LINC02423"
"43450";"ENSG00000256751";"ENSG00000256751";"PLBD1-AS1"
"43451";"ENSG00000256752";"ENSG00000256752";"HPRT1P3"
"43452";"ENSG00000256756";"ENSG00000256756";"TIMM17BP1"
"43453";"ENSG00000256757";"ENSG00000256757";"ENSG00000256757"
"43454";"ENSG00000256762";"ENSG00000256762";"STH"
"43455";"ENSG00000256769";"ENSG00000256769";"CACNA1C-AS3"
"43456";"ENSG00000256771";"ENSG00000256771";"ZNF253"
"43457";"ENSG00000256774";"ENSG00000256774";"ENSG00000256774"
"43458";"ENSG00000256777";"ENSG00000256777";"PDCL3P7"
"43459";"ENSG00000256779";"ENSG00000256779";"ENSG00000256779"
"43460";"ENSG00000256783";"ENSG00000256783";"ENSG00000256783"
"43461";"ENSG00000256789";"ENSG00000256789";"ENSG00000256789"
"43462";"ENSG00000256797";"ENSG00000256797";"KLRF2"
"43463";"ENSG00000256799";"ENSG00000256799";"ENSG00000256799"
"43464";"ENSG00000256802";"ENSG00000256802";"ENSG00000256802"
"43465";"ENSG00000256803";"ENSG00000256803";"ENSG00000256803"
"43466";"ENSG00000256804";"ENSG00000256804";"ENSG00000256804"
"43467";"ENSG00000256806";"ENSG00000256806";"C17orf100"
"43468";"ENSG00000256810";"ENSG00000256810";"ENSG00000256810"
"43469";"ENSG00000256811";"ENSG00000256811";"ENSG00000256811"
"43470";"ENSG00000256812";"ENSG00000256812";"CAPNS2"
"43471";"ENSG00000256813";"ENSG00000256813";"ENSG00000256813"
"43472";"ENSG00000256814";"ENSG00000256814";"ENSG00000256814"
"43473";"ENSG00000256817";"ENSG00000256817";"TPT1P12"
"43474";"ENSG00000256824";"ENSG00000256824";"ENSG00000256824"
"43475";"ENSG00000256825";"ENSG00000256825";"ENSG00000256825"
"43476";"ENSG00000256826";"ENSG00000256826";"ATP5MFP4"
"43477";"ENSG00000256827";"ENSG00000256827";"ENSG00000256827"
"43478";"ENSG00000256835";"ENSG00000256835";"ENSG00000256835"
"43479";"ENSG00000256837";"ENSG00000256837";"CACNA1C-IT1"
"43480";"ENSG00000256843";"ENSG00000256843";"ENSG00000256843"
"43481";"ENSG00000256844";"ENSG00000256844";"BORCS8P1"
"43482";"ENSG00000256847";"ENSG00000256847";"CCND2P1"
"43483";"ENSG00000256849";"ENSG00000256849";"TCP1P3"
"43484";"ENSG00000256851";"ENSG00000256851";"ENSG00000256851"
"43485";"ENSG00000256852";"ENSG00000256852";"KNOP1P1"
"43486";"ENSG00000256861";"ENSG00000256861";"ENSG00000256861"
"43487";"ENSG00000256862";"ENSG00000256862";"PARP11-AS1"
"43488";"ENSG00000256863";NA;"ENSG00000256863"
"43489";"ENSG00000256870";"ENSG00000256870";"SLC5A8"
"43490";"ENSG00000256875";"ENSG00000256875";"ENSG00000256875"
"43491";"ENSG00000256879";"ENSG00000256879";"PDE3A-AS1"
"43492";"ENSG00000256884";"ENSG00000256884";"ENSG00000256884"
"43493";"ENSG00000256888";"ENSG00000256888";"LINC02366"
"43494";"ENSG00000256892";"ENSG00000256892";"MTRNR2L7"
"43495";"ENSG00000256894";"ENSG00000256894";"ENSG00000256894"
"43496";"ENSG00000256896";"ENSG00000256896";"PSMC1P8"
"43497";"ENSG00000256897";"ENSG00000256897";"ENSG00000256897"
"43498";"ENSG00000256898";"ENSG00000256898";"ARPC3P4"
"43499";"ENSG00000256902";"ENSG00000256902";"IQSEC3P1"
"43500";"ENSG00000256904";"ENSG00000256904";"A2ML1-AS2"
"43501";"ENSG00000256906";"ENSG00000256906";"LINC02419"
"43502";"ENSG00000256912";"ENSG00000256912";"GCNAP1"
"43503";"ENSG00000256913";"ENSG00000256913";"ENSG00000256913"
"43504";"ENSG00000256915";"ENSG00000256915";"ENSG00000256915"
"43505";"ENSG00000256916";"ENSG00000256916";"ENSG00000256916"
"43506";"ENSG00000256917";"ENSG00000256917";"ENSG00000256917"
"43507";"ENSG00000256923";"ENSG00000256923";"ENSG00000256923"
"43508";"ENSG00000256925";"ENSG00000256925";"ADGRA1-AS1"
"43509";"ENSG00000256928";"ENSG00000256928";"ENSG00000256928"
"43510";"ENSG00000256937";"ENSG00000256937";"KRT17P8"
"43511";"ENSG00000256940";"ENSG00000256940";"PPP1R14B-AS1"
"43512";"ENSG00000256943";"ENSG00000256943";"ENSG00000256943"
"43513";"ENSG00000256944";"ENSG00000256944";"TMEM109-DT"
"43514";"ENSG00000256947";"ENSG00000256947";"ENSG00000256947"
"43515";"ENSG00000256948";"ENSG00000256948";"ENSG00000256948"
"43516";"ENSG00000256950";"ENSG00000256950";"ENSG00000256950"
"43517";"ENSG00000256951";"ENSG00000256951";"ENSG00000256951"
"43518";"ENSG00000256955";"ENSG00000256955";"ENSG00000256955"
"43519";"ENSG00000256963";"ENSG00000256963";"ENSG00000256963"
"43520";"ENSG00000256966";"ENSG00000256966";"ENSG00000256966"
"43521";"ENSG00000256967";"ENSG00000256967";"ENSG00000256967"
"43522";"ENSG00000256968";"ENSG00000256968";"SNRPEP2"
"43523";"ENSG00000256969";"ENSG00000256969";"ENSG00000256969"
"43524";"ENSG00000256971";"ENSG00000256971";"LINC00508"
"43525";"ENSG00000256972";"ENSG00000256972";"ENSG00000256972"
"43526";"ENSG00000256973";"ENSG00000256973";"ENSG00000256973"
"43527";"ENSG00000256975";"ENSG00000256975";"ENSG00000256975"
"43528";"ENSG00000256977";"ENSG00000256977";"LIMS3"
"43529";"ENSG00000256980";"ENSG00000256980";"KHDC1L"
"43530";"ENSG00000256981";"ENSG00000256981";"ENSG00000256981"
"43531";"ENSG00000256982";"ENSG00000256982";"ENSG00000256982"
"43532";"ENSG00000256984";"ENSG00000256984";"ENSG00000256984"
"43533";"ENSG00000256986";"ENSG00000256986";"ENSG00000256986"
"43534";"ENSG00000256987";"ENSG00000256987";"ENSG00000256987"
"43535";"ENSG00000256988";"ENSG00000256988";"ENSG00000256988"
"43536";"ENSG00000256994";"ENSG00000256994";"LINC02378"
"43537";"ENSG00000256995";"ENSG00000256995";"ENSG00000256995"
"43538";"ENSG00000257000";"ENSG00000257000";"ENSG00000257000"
"43539";"ENSG00000257002";"ENSG00000257002";"ENSG00000257002"
"43540";"ENSG00000257004";"ENSG00000257004";"ENSG00000257004"
"43541";"ENSG00000257005";"ENSG00000257005";"ENSG00000257005"
"43542";"ENSG00000257008";"ENSG00000257008";"GPR142"
"43543";"ENSG00000257009";"ENSG00000257009";"ENSG00000257009"
"43544";"ENSG00000257012";"ENSG00000257012";"ENSG00000257012"
"43545";"ENSG00000257016";"ENSG00000257016";"SLC25A39P2"
"43546";"ENSG00000257017";"ENSG00000257017";"HP"
"43547";"ENSG00000257021";"ENSG00000257021";"HSPE1P20"
"43548";"ENSG00000257022";"ENSG00000257022";"ENSG00000257022"
"43549";"ENSG00000257023";"ENSG00000257023";"ETNK1-DT"
"43550";"ENSG00000257025";"ENSG00000257025";"ENSG00000257025"
"43551";"ENSG00000257027";"ENSG00000257027";"ENSG00000257027"
"43552";"ENSG00000257035";"ENSG00000257035";"ENSG00000257035"
"43553";"ENSG00000257037";"ENSG00000257037";"RARS1P1"
"43554";"ENSG00000257038";"ENSG00000257038";"ARHGEF17-AS1"
"43555";"ENSG00000257042";"ENSG00000257042";"ENSG00000257042"
"43556";"ENSG00000257043";"ENSG00000257043";"SRSF3P1"
"43557";"ENSG00000257045";"ENSG00000257045";"ENSG00000257045"
"43558";"ENSG00000257046";"ENSG00000257046";"SLCO1B3-SLCO1B7"
"43559";"ENSG00000257048";"ENSG00000257048";"LINC02417"
"43560";"ENSG00000257052";"ENSG00000257052";"PRPF19-DT"
"43561";"ENSG00000257056";"ENSG00000257056";"LINC02282"
"43562";"ENSG00000257057";"ENSG00000257057";"C11orf97"
"43563";"ENSG00000257058";"ENSG00000257058";"ENSG00000257058"
"43564";"ENSG00000257060";"ENSG00000257060";"ENSG00000257060"
"43565";"ENSG00000257062";"ENSG00000257062";"ENSG00000257062"
"43566";"ENSG00000257065";"ENSG00000257065";"ENSG00000257065"
"43567";"ENSG00000257067";"ENSG00000257067";"LINC02703"
"43568";"ENSG00000257069";"ENSG00000257069";"ENSG00000257069"
"43569";"ENSG00000257070";"ENSG00000257070";"ENSG00000257070"
"43570";"ENSG00000257074";"ENSG00000257074";"RPL29P33"
"43571";"ENSG00000257075";"ENSG00000257075";"RPEP6"
"43572";"ENSG00000257078";"ENSG00000257078";"ENSG00000257078"
"43573";"ENSG00000257083";"ENSG00000257083";"ENSG00000257083"
"43574";"ENSG00000257084";"ENSG00000257084";"MIR200CHG"
"43575";"ENSG00000257086";"ENSG00000257086";"ENSG00000257086"
"43576";"ENSG00000257087";"ENSG00000257087";"ENSG00000257087"
"43577";"ENSG00000257093";"ENSG00000257093";"DENND11"
"43578";"ENSG00000257094";"ENSG00000257094";"ENSG00000257094"
"43579";"ENSG00000257095";"ENSG00000257095";"ENSG00000257095"
"43580";"ENSG00000257096";"ENSG00000257096";"ENSG00000257096"
"43581";"ENSG00000257097";"ENSG00000257097";"CLIP1-AS1"
"43582";"ENSG00000257101";"ENSG00000257101";"LRRC37A13P"
"43583";"ENSG00000257103";"ENSG00000257103";"LSM14A"
"43584";"ENSG00000257105";"ENSG00000257105";"ENSG00000257105"
"43585";"ENSG00000257108";"ENSG00000257108";"NHLRC4"
"43586";"ENSG00000257109";"ENSG00000257109";"OR4F28P"
"43587";"ENSG00000257113";"ENSG00000257113";"ENSG00000257113"
"43588";"ENSG00000257114";"ENSG00000257114";"LINC02450"
"43589";"ENSG00000257115";"ENSG00000257115";"OR11H12"
"43590";"ENSG00000257119";"ENSG00000257119";"EEF1B2P4"
"43591";"ENSG00000257120";"ENSG00000257120";"ENSG00000257120"
"43592";"ENSG00000257121";"ENSG00000257121";"ENSG00000257121"
"43593";"ENSG00000257122";"ENSG00000257122";"RRN3P3"
"43594";"ENSG00000257124";"ENSG00000257124";"ENSG00000257124"
"43595";"ENSG00000257125";"ENSG00000257125";"KRT127P"
"43596";"ENSG00000257126";"ENSG00000257126";"FOXG1-AS1"
"43597";"ENSG00000257127";"ENSG00000257127";"CLLU1"
"43598";"ENSG00000257128";"ENSG00000257128";"ENSG00000257128"
"43599";"ENSG00000257129";"ENSG00000257129";"ENSG00000257129"
"43600";"ENSG00000257135";"ENSG00000257135";"ODC1-DT"
"43601";"ENSG00000257137";"ENSG00000257137";"LINC02874"
"43602";"ENSG00000257138";"ENSG00000257138";"TAS2R38"
"43603";"ENSG00000257139";"ENSG00000257139";"LINC02821"
"43604";"ENSG00000257142";"ENSG00000257142";"ENSG00000257142"
"43605";"ENSG00000257146";"ENSG00000257146";"ENSG00000257146"
"43606";"ENSG00000257150";"ENSG00000257150";"PGAM1P5"
"43607";"ENSG00000257155";"ENSG00000257155";"NUBPL-DT"
"43608";"ENSG00000257157";"ENSG00000257157";"ENSG00000257157"
"43609";"ENSG00000257159";"ENSG00000257159";"ENSG00000257159"
"43610";"ENSG00000257162";"ENSG00000257162";"MED15P6"
"43611";"ENSG00000257164";"ENSG00000257164";"LINC02451"
"43612";"ENSG00000257165";"ENSG00000257165";"ENSG00000257165"
"43613";"ENSG00000257167";"ENSG00000257167";"TMPO-AS1"
"43614";"ENSG00000257169";"ENSG00000257169";"ENSG00000257169"
"43615";"ENSG00000257171";"ENSG00000257171";"ENSG00000257171"
"43616";"ENSG00000257173";"ENSG00000257173";"AK6P2"
"43617";"ENSG00000257175";"ENSG00000257175";"ENSG00000257175"
"43618";"ENSG00000257176";"ENSG00000257176";"ENSG00000257176"
"43619";"ENSG00000257178";"ENSG00000257178";"ENSG00000257178"
"43620";"ENSG00000257179";"ENSG00000257179";"HMGN2P6"
"43621";"ENSG00000257180";"ENSG00000257180";"ENSG00000257180"
"43622";"ENSG00000257181";"ENSG00000257181";"ENSG00000257181"
"43623";"ENSG00000257183";"ENSG00000257183";"ENSG00000257183"
"43624";"ENSG00000257184";"ENSG00000257184";"ENSG00000257184"
"43625";"ENSG00000257185";"ENSG00000257185";"LINC02293"
"43626";"ENSG00000257191";"ENSG00000257191";"ENSG00000257191"
"43627";"ENSG00000257193";"ENSG00000257193";"LINC02385"
"43628";"ENSG00000257194";"ENSG00000257194";"ENSG00000257194"
"43629";"ENSG00000257195";"ENSG00000257195";"HNRNPA1P50"
"43630";"ENSG00000257198";"ENSG00000257198";"FAM205BP"
"43631";"ENSG00000257199";"ENSG00000257199";"ENSG00000257199"
"43632";"ENSG00000257202";"ENSG00000257202";"ENSG00000257202"
"43633";"ENSG00000257207";"ENSG00000257207";"ENSG00000257207"
"43634";"ENSG00000257210";"ENSG00000257210";"NACAP8"
"43635";"ENSG00000257218";"ENSG00000257218";"GATC"
"43636";"ENSG00000257219";"ENSG00000257219";"LNCOG"
"43637";"ENSG00000257220";"ENSG00000257220";"PRXL2AP1"
"43638";"ENSG00000257221";"ENSG00000257221";"ENSG00000257221"
"43639";"ENSG00000257222";"ENSG00000257222";"ENSG00000257222"
"43640";"ENSG00000257224";"ENSG00000257224";"ENSG00000257224"
"43641";"ENSG00000257225";"ENSG00000257225";"ENSG00000257225"
"43642";"ENSG00000257226";"ENSG00000257226";"ENSG00000257226"
"43643";"ENSG00000257228";"ENSG00000257228";"ENSG00000257228"
"43644";"ENSG00000257230";"ENSG00000257230";"LINC02448"
"43645";"ENSG00000257231";"ENSG00000257231";"DYNLL1P4"
"43646";"ENSG00000257235";"ENSG00000257235";"ENSG00000257235"
"43647";"ENSG00000257237";"ENSG00000257237";"ENSG00000257237"
"43648";"ENSG00000257239";"ENSG00000257239";"ENSG00000257239"
"43649";"ENSG00000257241";"ENSG00000257241";"ENSG00000257241"
"43650";"ENSG00000257242";"ENSG00000257242";"LINC01619"
"43651";"ENSG00000257243";"ENSG00000257243";"PARK7P1"
"43652";"ENSG00000257246";"ENSG00000257246";"PHBP19"
"43653";"ENSG00000257252";"ENSG00000257252";"ENSG00000257252"
"43654";"ENSG00000257253";"ENSG00000257253";"ENSG00000257253"
"43655";"ENSG00000257254";"ENSG00000257254";"ENSG00000257254"
"43656";"ENSG00000257256";"ENSG00000257256";"ENSG00000257256"
"43657";"ENSG00000257258";"ENSG00000257258";"ENSG00000257258"
"43658";"ENSG00000257259";"ENSG00000257259";"LINC02388"
"43659";"ENSG00000257261";"ENSG00000257261";"ENSG00000257261"
"43660";"ENSG00000257262";"ENSG00000257262";"ENSG00000257262"
"43661";"ENSG00000257264";"ENSG00000257264";"ENSG00000257264"
"43662";"ENSG00000257265";"ENSG00000257265";"ENSG00000257265"
"43663";"ENSG00000257267";"ENSG00000257267";"ZNF271P"
"43664";"ENSG00000257268";"ENSG00000257268";"ENSG00000257268"
"43665";"ENSG00000257270";"ENSG00000257270";"ENSG00000257270"
"43666";"ENSG00000257271";"ENSG00000257271";"KIRREL3-AS1"
"43667";"ENSG00000257272";"ENSG00000257272";"ENSG00000257272"
"43668";"ENSG00000257275";"ENSG00000257275";"ENSG00000257275"
"43669";"ENSG00000257277";"ENSG00000257277";"ENSG00000257277"
"43670";"ENSG00000257279";"ENSG00000257279";"ENSG00000257279"
"43671";"ENSG00000257281";"ENSG00000257281";"ENSG00000257281"
"43672";"ENSG00000257283";"ENSG00000257283";"ENSG00000257283"
"43673";"ENSG00000257284";"ENSG00000257284";"ENSG00000257284"
"43674";"ENSG00000257285";"ENSG00000257285";"PRMT5-DT"
"43675";"ENSG00000257286";"ENSG00000257286";"ENSG00000257286"
"43676";"ENSG00000257287";"ENSG00000257287";"H3P35"
"43677";"ENSG00000257288";"ENSG00000257288";"ENSG00000257288"
"43678";"ENSG00000257289";"ENSG00000257289";"ENSG00000257289"
"43679";"ENSG00000257292";"ENSG00000257292";"ENSG00000257292"
"43680";"ENSG00000257294";"ENSG00000257294";"ENSG00000257294"
"43681";"ENSG00000257296";"ENSG00000257296";"ENSG00000257296"
"43682";"ENSG00000257298";"ENSG00000257298";"ENSG00000257298"
"43683";"ENSG00000257300";"ENSG00000257300";"HAUS8P1"
"43684";"ENSG00000257302";"ENSG00000257302";"FAHD2P1"
"43685";"ENSG00000257303";"ENSG00000257303";"CNPY2-AS1"
"43686";"ENSG00000257307";"ENSG00000257307";"ENSG00000257307"
"43687";"ENSG00000257308";"ENSG00000257308";"ENSG00000257308"
"43688";"ENSG00000257310";"ENSG00000257310";"ENSG00000257310"
"43689";"ENSG00000257315";"ENSG00000257315";"ZBED6"
"43690";"ENSG00000257316";"ENSG00000257316";"ASS1P14"
"43691";"ENSG00000257319";"ENSG00000257319";"DBX2-AS1"
"43692";"ENSG00000257322";"ENSG00000257322";"ENSG00000257322"
"43693";"ENSG00000257323";"ENSG00000257323";"ENSG00000257323"
"43694";"ENSG00000257325";"ENSG00000257325";"ENSG00000257325"
"43695";"ENSG00000257327";"ENSG00000257327";"ENSG00000257327"
"43696";"ENSG00000257329";"ENSG00000257329";"ENSG00000257329"
"43697";"ENSG00000257331";"ENSG00000257331";"RACGAP1P1"
"43698";"ENSG00000257332";"ENSG00000257332";"HNRNPA1P69"
"43699";"ENSG00000257335";"ENSG00000257335";"MGAM"
"43700";"ENSG00000257336";"ENSG00000257336";"PRELID2P1"
"43701";"ENSG00000257337";"ENSG00000257337";"ENSG00000257337"
"43702";"ENSG00000257341";"ENSG00000257341";"ENSG00000257341"
"43703";"ENSG00000257342";"ENSG00000257342";"ENSG00000257342"
"43704";"ENSG00000257343";"ENSG00000257343";"ENSG00000257343"
"43705";"ENSG00000257345";"ENSG00000257345";"LINC02413"
"43706";"ENSG00000257346";"ENSG00000257346";"ENSG00000257346"
"43707";"ENSG00000257350";"ENSG00000257350";"ENSG00000257350"
"43708";"ENSG00000257354";"ENSG00000257354";"MIRLET7IHG"
"43709";"ENSG00000257355";"ENSG00000257355";"ENSG00000257355"
"43710";"ENSG00000257356";"ENSG00000257356";"BNIP3P6"
"43711";"ENSG00000257359";"ENSG00000257359";"ENSG00000257359"
"43712";"ENSG00000257360";"ENSG00000257360";"ENSG00000257360"
"43713";"ENSG00000257364";"ENSG00000257364";"VENTXP3"
"43714";"ENSG00000257365";"ENSG00000257365";"FNTB"
"43715";"ENSG00000257366";"ENSG00000257366";"ENSG00000257366"
"43716";"ENSG00000257368";"ENSG00000257368";"ENSG00000257368"
"43717";"ENSG00000257373";"ENSG00000257373";"ENSG00000257373"
"43718";"ENSG00000257376";"ENSG00000257376";"ENSG00000257376"
"43719";"ENSG00000257378";"ENSG00000257378";"ENSG00000257378"
"43720";"ENSG00000257379";"ENSG00000257379";"ENSG00000257379"
"43721";"ENSG00000257381";"ENSG00000257381";"MIR3179-2"
"43722";"ENSG00000257384";"ENSG00000257384";"ENSG00000257384"
"43723";"ENSG00000257386";"ENSG00000257386";"ENSG00000257386"
"43724";"ENSG00000257389";"ENSG00000257389";"ENSG00000257389"
"43725";"ENSG00000257390";"ENSG00000257390";"ENSG00000257390"
"43726";"ENSG00000257391";"ENSG00000257391";"ENSG00000257391"
"43727";"ENSG00000257392";"ENSG00000257392";"ENSG00000257392"
"43728";"ENSG00000257395";"ENSG00000257395";"ENSG00000257395"
"43729";"ENSG00000257398";"ENSG00000257398";"ENSG00000257398"
"43730";"ENSG00000257400";"ENSG00000257400";"ENSG00000257400"
"43731";"ENSG00000257402";"ENSG00000257402";"KRT126P"
"43732";"ENSG00000257403";"ENSG00000257403";"ENSG00000257403"
"43733";"ENSG00000257404";"ENSG00000257404";"ENSG00000257404"
"43734";"ENSG00000257405";"ENSG00000257405";"ENSG00000257405"
"43735";"ENSG00000257407";"ENSG00000257407";"ENSG00000257407"
"43736";"ENSG00000257408";"ENSG00000257408";"ENSG00000257408"
"43737";"ENSG00000257410";"ENSG00000257410";"ENSG00000257410"
"43738";"ENSG00000257411";"ENSG00000257411";"ENSG00000257411"
"43739";"ENSG00000257414";"ENSG00000257414";"OR6C73P"
"43740";"ENSG00000257415";"ENSG00000257415";"ENSG00000257415"
"43741";"ENSG00000257426";"ENSG00000257426";"ENSG00000257426"
"43742";"ENSG00000257429";"ENSG00000257429";"ENSG00000257429"
"43743";"ENSG00000257431";"ENSG00000257431";"ENSG00000257431"
"43744";"ENSG00000257432";"ENSG00000257432";"ENSG00000257432"
"43745";"ENSG00000257433";"ENSG00000257433";"RPAP3-DT"
"43746";"ENSG00000257434";"ENSG00000257434";"ENSG00000257434"
"43747";"ENSG00000257435";"ENSG00000257435";"ENSG00000257435"
"43748";"ENSG00000257438";"ENSG00000257438";"ENSG00000257438"
"43749";"ENSG00000257443";"ENSG00000257443";"LRIG3-DT"
"43750";"ENSG00000257444";"ENSG00000257444";"SETP7"
"43751";"ENSG00000257446";"ENSG00000257446";"ZNF878"
"43752";"ENSG00000257449";"ENSG00000257449";"ENSG00000257449"
"43753";"ENSG00000257452";"ENSG00000257452";"ENSG00000257452"
"43754";"ENSG00000257453";"ENSG00000257453";"PHLDA1-AS1"
"43755";"ENSG00000257454";"ENSG00000257454";"ENSG00000257454"
"43756";"ENSG00000257456";"ENSG00000257456";"ENSG00000257456"
"43757";"ENSG00000257458";"ENSG00000257458";"ENSG00000257458"
"43758";"ENSG00000257464";"ENSG00000257464";"ENSG00000257464"
